SeniorCitizen,Partner,Dependents,tenure,PaperlessBilling,MonthlyCharges,Churn_Binary,ServicePenetration,ChargesTenureRatio,LongTermContract,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
-0.43991649313097614,0,0,-0.46303730927815856,1,0.8404806721650927,0,0.5743258496741952,-0.19232955821423908,-0.9041838237309792,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False
2.273158691738958,0,0,-1.2774445836787656,1,-0.8346107040023594,1,-0.5104091890105341,1.6114023582036194,-0.9041838237309792,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False
-0.43991649313097614,1,0,-0.8295205827584317,0,-1.4943441130683104,0,-1.0527767083528987,-0.4870049844278605,1.1059697970194269,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
-0.43991649313097614,0,0,-1.2774445836787656,0,-1.4827115340671475,1,-1.0527767083528987,0.4935159205508293,-0.9041838237309792,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
-0.43991649313097614,1,0,1.0436161483629645,1,-0.1615829189350795,0,0.03195833033183052,-0.5452294042407527,1.1059697970194269,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False
-0.43991649313097614,1,1,0.6771328748826912,0,-0.17155370093607614,0,0.5743258496741952,-0.5249646154152972,-0.9041838237309792,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False
-0.43991649313097614,0,0,-0.0965540357978854,1,-0.31446824295036285,0,0.03195833033183052,-0.45710363821743655,-0.9041838237309792,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
-0.43991649313097614,1,1,0.5956921474426305,1,1.1495749141959914,1,0.5743258496741952,-0.4243213949792659,-0.9041838237309792,True,False,True,True,False,False,True,False,False,True,True,False,False,True,False
-0.43991649313097614,1,1,-1.2774445836787656,0,-1.1486903370337564,1,-1.0527767083528987,1.0696573922641903,-0.9041838237309792,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False
-0.43991649313097614,1,0,1.6137012404433893,1,0.8471278601657574,0,2.201428407701289,-0.5198852410010096,1.1059697970194269,True,False,True,False,False,True,True,True,True,True,True,False,True,False,False
-0.43991649313097614,0,1,-0.62591876415828,1,-0.0020504069191315333,1,0.03195833033183052,-0.24951230139901656,-0.9041838237309792,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True
2.273158691738958,1,0,1.5729808767233588,1,1.0498670941860242,0,1.11669336901656,-0.5082026885737968,1.1059697970194269,False,False,True,True,False,True,True,True,True,False,False,False,True,False,False
2.273158691738958,1,0,-1.2367242199587352,1,1.0216165451832002,0,0.5743258496741952,2.9882180476546196,-0.9041838237309792,True,False,False,True,False,False,False,True,False,True,True,False,True,False,False
-0.43991649313097614,1,1,-0.21871512695797646,0,0.046141706085686136,0,1.11669336901656,-0.39076091538733915,1.1059697970194269,False,False,False,False,False,True,True,True,True,False,False,True,False,False,True
-0.43991649313097614,0,0,-1.2774445836787656,0,-1.481049737066981,0,-1.0527767083528987,0.49638229603199036,-0.9041838237309792,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2.273158691738958,0,0,-1.2774445836787656,0,-0.6484894399837535,0,-1.0527767083528987,1.9324364120936515,-0.9041838237309792,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.43991649313097614,1,1,1.6137012404433893,0,1.1678546811978192,0,1.11669336901656,-0.5047287898266515,1.1059697970194269,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False
-0.43991649313097614,0,0,-1.1145631287986442,1,0.16412929309748078,1,-1.0527767083528987,0.6702757418890911,-0.9041838237309792,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
-0.43991649313097614,0,0,0.5549717837226001,1,0.33363258711442517,0,-0.5104091890105341,-0.4791611549605918,-0.9041838237309792,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
-0.43991649313097614,0,0,0.06632741908223598,1,1.3822264942192488,1,1.11669336901656,-0.3132459327325139,-0.9041838237309792,True,False,True,True,False,False,True,True,False,True,True,False,False,True,False
-0.43991649313097614,0,0,-0.8702409464784621,1,1.099721004191008,1,0.5743258496741952,0.27328273774829254,-0.9041838237309792,False,False,True,True,False,False,False,True,False,True,True,False,False,False,False
-0.43991649313097614,1,1,-0.9109613101984924,0,-0.5055748979694671,0,-0.5104091890105341,-0.14516465256968084,1.1059697970194269,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
-0.43991649313097614,1,1,1.5322605130033284,1,0.14751132309581955,0,0.5743258496741952,-0.5498851260774249,1.1059697970194269,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False
-0.43991649313097614,1,1,-0.62591876415828,0,-1.462769970065154,0,-1.0527767083528987,-0.5294616400590743,1.1059697970194269,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
-0.43991649313097614,0,0,1.247217966963116,1,0.5014740841312035,0,1.6590608883589244,-0.5185833470003625,1.1059697970194269,False,False,True,False,False,True,True,True,True,True,False,False,True,False,False
-0.43991649313097614,1,0,-0.7888002190384014,1,0.3801629031190768,0,1.11669336901656,-0.03758250788714449,-0.9041838237309792,False,False,True,False,False,True,True,False,True,True,False,False,False,True,False
-0.43991649313097614,0,0,0.6771328748826912,1,0.6560212051466532,0,-0.5104091890105341,-0.46786641583057015,-0.9041838237309792,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False
-0.43991649313097614,0,0,-1.2367242199587352,0,-0.5155456799704636,0,-0.5104091890105341,1.2206198342720032,-0.9041838237309792,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
-0.43991649313097614,0,0,-1.2367242199587352,1,0.5280628361338618,1,-0.5104091890105341,2.420675702384742,-0.9041838237309792,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
-0.43991649313097614,0,0,0.7992939660427822,1,0.4981504901308714,0,1.11669336901656,-0.48911004392491053,1.1059697970194269,True,False,True,False,False,True,False,False,True,True,True,False,True,False,False
-0.43991649313097614,1,1,1.4915401492832983,1,-0.020330173920958795,0,0.5743258496741952,-0.5565602628619233,1.1059697970194269,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False
2.273158691738958,0,0,0.43281069256250915,1,0.8471278601657574,0,0.03195833033183052,-0.42646031910725346,-0.9041838237309792,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False
-0.43991649313097614,0,0,-0.7073594915983407,1,1.141265929195161,1,1.11669336901656,0.04851112710058406,-0.9041838237309792,False,False,False,True,False,True,True,False,False,True,True,False,True,False,False
2.273158691738958,1,0,-0.30015585439803716,1,0.1574821050968162,0,0.5743258496741952,-0.35515171229445447,-0.9041838237309792,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False
2.273158691738958,1,0,-0.9924020376385531,1,0.5280628361338618,1,-0.5104091890105341,0.36580296855687827,-0.9041838237309792,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False
2.273158691738958,1,1,1.125056875803025,1,0.33529438411459117,0,1.6590608883589244,-0.5209460509702334,1.1059697970194269,False,False,False,False,False,True,True,True,True,False,True,True,True,False,False
2.273158691738958,0,0,-0.5851984004382496,1,1.0199547481830342,1,0.03195833033183052,-0.08564278851112218,-0.9041838237309792,True,False,True,True,False,False,False,False,False,True,True,False,False,True,False
-0.43991649313097614,1,1,1.247217966963116,1,1.1595456961969886,0,0.5743258496741952,-0.4831119504209952,1.1059697970194269,False,False,True,True,False,True,False,False,False,True,True,True,True,False,False
2.273158691738958,1,1,1.369379058123207,1,1.4520219682262263,0,1.6590608883589244,-0.4760462813827788,1.1059697970194269,True,False,True,True,False,False,True,True,True,True,True,True,False,True,False
-0.43991649313097614,1,1,0.06632741908223598,0,-1.3231790220511994,0,-1.0527767083528987,-0.5799007489228057,1.1059697970194269,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
-0.43991649313097614,0,0,1.6137012404433893,1,1.42044782522307,0,1.11669336901656,-0.49279210289140574,1.1059697970194269,False,False,True,True,False,False,False,True,True,True,True,False,True,False,False
-0.43991649313097614,1,0,0.5956921474426305,1,1.1877962451998125,0,0.5743258496741952,-0.42157445180981995,-0.9041838237309792,False,False,True,True,False,False,False,True,False,True,True,False,False,True,False
-0.43991649313097614,0,0,1.125056875803025,1,0.8354952811645946,0,0.03195833033183052,-0.4926582142545134,-0.9041838237309792,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False
-0.43991649313097614,1,0,1.6137012404433893,0,-0.7531826509942192,0,0.03195833033183052,-0.5955104352025999,1.1059697970194269,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False
-0.43991649313097614,1,1,-0.5851984004382496,1,-0.34438058895335305,0,0.03195833033183052,-0.3333579748304044,1.1059697970194269,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False
-0.43991649313097614,0,0,-0.9516816739185228,0,0.9850570111795457,1,0.03195833033183052,0.4207099833293401,-0.9041838237309792,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False
-0.43991649313097614,0,0,-1.1960038562387048,1,0.3502505571160864,0,1.11669336901656,1.4967473389571795,-0.9041838237309792,False,False,False,False,False,False,True,False,True,True,True,False,False,True,False
-0.43991649313097614,1,0,0.5956921474426305,1,0.46989994112804756,0,-0.5104091890105341,-0.47316921047071797,1.1059697970194269,True,False,True,True,False,False,True,False,False,False,False,True,False,True,False
-0.43991649313097614,0,0,-0.055833672077855064,0,0.47987072312904416,0,1.6590608883589244,-0.3778622257221147,1.1059697970194269,False,False,False,False,False,False,True,True,True,True,True,False,False,False,True
-0.43991649313097614,1,1,0.7178532386027215,0,-1.4827115340671475,0,-1.0527767083528987,-0.6163334250665484,1.1059697970194269,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-0.43991649313097614,0,0,-0.9109613101984924,1,0.5014740841312035,0,0.03195833033183052,0.17065780953642215,-0.9041838237309792,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True
-0.43991649313097614,0,0,-1.2774445836787656,0,-0.5221928679711283,0,-0.5104091890105341,2.1502809486618872,-0.9041838237309792,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.43991649313097614,1,1,0.7992939660427822,1,-1.4744025490663168,0,-1.0527767083528987,-0.6175020324584239,1.1059697970194269,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
2.273158691738958,1,1,1.2879383306831464,1,1.5567151792366918,0,1.6590608883589244,-0.4647795499277813,1.1059697970194269,True,False,True,True,False,True,False,True,True,True,True,False,False,False,False
-0.43991649313097614,1,1,1.2064976032430856,1,-1.3464441800535252,0,-1.0527767083528987,-0.6175003155518763,1.1059697970194269,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
-0.43991649313097614,0,1,-1.1960038562387048,1,-0.00869759491979612,0,0.5743258496741952,1.1871787869917914,-0.9041838237309792,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
2.273158691738958,0,0,0.9621754209229036,0,1.5201556452330371,0,1.6590608883589244,-0.43936358034421824,1.1059697970194269,False,False,True,True,False,True,True,True,False,True,True,True,False,True,False
-0.43991649313097614,0,0,0.5549717837226001,0,-0.3028356639492,0,-0.5104091890105341,-0.5258769766322796,1.1059697970194269,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False
-0.43991649313097614,1,1,-0.9924020376385531,0,-0.33607160395252245,0,0.03195833033183052,0.034577357400495876,-0.9041838237309792,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
2.273158691738958,0,0,-0.0965540357978854,1,0.3319707901142591,0,1.11669336901656,-0.3851668600128153,-0.9041838237309792,True,False,False,False,False,True,True,False,False,True,True,False,False,True,False
-0.43991649313097614,1,1,0.5142514200025698,1,-1.2916048790480432,0,-1.0527767083528987,-0.5970776375204712,1.1059697970194269,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False
-0.43991649313097614,0,1,-1.2774445836787656,1,0.48485611412954227,1,-0.5104091890105341,3.8873044902454534,-0.9041838237309792,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
-0.43991649313097614,1,1,-0.8702409464784621,0,-0.47233895796614456,0,0.03195833033183052,-0.17864912978142522,-0.9041838237309792,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False
-0.43991649313097614,1,0,-1.0331224013585834,1,0.34526516611558833,1,-0.5104091890105341,0.41540718868919224,-0.9041838237309792,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
-0.43991649313097614,0,0,0.3920903288424788,1,1.2974748472107767,0,1.6590608883589244,-0.38486151468774044,-0.9041838237309792,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False
-0.43991649313097614,1,0,0.6771328748826912,1,-1.4827115340671475,0,-1.0527767083528987,-0.6154274256007385,1.1059697970194269,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-0.43991649313097614,0,0,-0.9516816739185228,1,1.1479131171958254,0,0.5743258496741952,0.4768909427600956,-0.9041838237309792,True,False,True,True,False,False,True,False,False,True,True,False,True,False,False
-0.43991649313097614,1,0,0.10704778280226633,1,-0.08680205392760396,0,0.03195833033183052,-0.463694247074658,1.1059697970194269,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
-0.43991649313097614,1,1,0.6364125111626608,0,-1.4660935640654862,0,-1.0527767083528987,-0.6133144973889111,1.1059697970194269,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-0.43991649313097614,1,1,0.5549717837226001,1,-1.4893587220678117,0,-1.0527767083528987,-0.6129660018896818,1.1059697970194269,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
-0.43991649313097614,1,0,-0.13727439951791576,0,-1.0307027500219619,0,-1.0527767083528987,-0.5326465017048087,-0.9041838237309792,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True
-0.43991649313097614,1,1,-0.0965540357978854,0,0.574593152138513,0,0.03195833033183052,-0.3581674522547827,-0.9041838237309792,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False
2.273158691738958,0,0,-1.2774445836787656,0,0.3303089931140931,0,-0.5104091890105341,3.620731570497481,-0.9041838237309792,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
-0.43991649313097614,1,1,1.369379058123207,1,0.6394032351449919,0,1.6590608883589244,-0.5178868070630095,1.1059697970194269,True,False,True,False,False,True,False,True,True,True,True,False,False,False,True
-0.43991649313097614,0,0,1.3286586944031769,1,1.5384354122348645,0,1.6590608883589244,-0.46871764248861186,-0.9041838237309792,False,False,True,True,False,True,True,True,False,True,True,False,True,False,False
-0.43991649313097614,0,0,1.6137012404433893,1,1.2010906212011416,0,1.11669336901656,-0.5031581731246455,1.1059697970194269,True,False,True,True,False,False,True,True,False,True,True,False,False,False,False
-0.43991649313097614,0,0,-0.8295205827584317,1,0.47156173812821356,1,-0.5104091890105341,0.03467535314344165,-0.9041838237309792,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False
-0.43991649313097614,1,1,1.5729808767233588,1,0.06940686408801149,0,0.5743258496741952,-0.5551793978483799,1.1059697970194269,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False
-0.43991649313097614,0,0,-1.1145631287986442,0,-1.4527991880641573,1,-1.0527767083528987,-0.25938537250079335,-0.9041838237309792,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
-0.43991649313097614,0,0,0.7992939660427822,0,-1.4544609850643233,0,-1.0527767083528987,-0.6162040511084642,1.1059697970194269,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2.273158691738958,1,0,-0.30015585439803716,1,1.1213243651931677,1,1.11669336901656,-0.2272672677503483,-0.9041838237309792,False,False,False,True,False,False,True,True,False,True,True,False,False,True,False
-0.43991649313097614,0,0,-1.2774445836787656,0,-1.481049737066981,0,-1.0527767083528987,0.49638229603199036,-0.9041838237309792,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
-0.43991649313097614,1,1,-1.2774445836787656,0,-1.505976692069473,0,-1.0527767083528987,0.4533866638145754,-0.9041838237309792,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
-0.43991649313097614,0,0,0.22920887396235737,0,1.0049985751815391,0,0.5743258496741952,-0.38234553096187934,1.1059697970194269,True,False,True,True,False,False,False,True,True,True,False,True,False,False,False
2.273158691738958,1,0,1.369379058123207,0,-0.6385186579827569,0,0.03195833033183052,-0.5836850979589143,1.1059697970194269,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False
-0.43991649313097614,1,0,1.4508197855632678,1,1.503537675231376,1,1.6590608883589244,-0.47885003434098994,1.1059697970194269,True,False,True,True,False,False,True,True,True,True,True,False,False,False,False
-0.43991649313097614,0,0,-1.1145631287986442,0,-1.3447823830533592,0,-1.5951442276952634,-0.19728057040897168,-0.9041838237309792,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.43991649313097614,1,1,1.6137012404433893,1,1.3091074262119398,0,1.11669336901656,-0.49805366884312596,1.1059697970194269,False,False,True,True,False,True,True,False,False,True,True,True,False,True,False
-0.43991649313097614,0,0,-0.015113308357824713,0,-1.150352134033923,0,-1.0527767083528987,-0.556880403500079,1.1059697970194269,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
-0.43991649313097614,0,0,0.43281069256250915,0,0.9833952141793793,0,0.03195833033183052,-0.41577655595019886,1.1059697970194269,True,False,True,True,False,False,False,False,False,True,True,True,False,False,True
-0.43991649313097614,1,1,1.6137012404433893,0,-1.5076384890696393,0,-1.0527767083528987,-0.6311634343381368,1.1059697970194269,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
-0.43991649313097614,1,0,0.9214550572028734,1,1.0631614701873533,1,0.5743258496741952,-0.4635463784982489,-0.9041838237309792,True,False,True,True,False,True,True,False,False,True,False,False,False,True,False
-0.43991649313097614,0,0,0.7992939660427822,0,-0.22639300194155818,0,0.5743258496741952,-0.5362700329734461,1.1059697970194269,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False
-0.43991649313097614,0,0,0.43281069256250915,1,0.893658176170409,0,0.5743258496741952,-0.42281220485850307,-0.9041838237309792,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False
2.273158691738958,1,0,0.18848851024232702,1,0.39013368512007346,1,-1.0527767083528987,-0.43081474118987845,-0.9041838237309792,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
-0.43991649313097614,1,1,1.2879383306831464,1,-0.33773340095268845,0,0.5743258496741952,-0.5653231821900441,1.1059697970194269,False,True,False,False,False,False,True,False,True,True,True,False,False,True,False
-0.43991649313097614,1,1,-1.1960038562387048,0,0.8338334841644282,0,0.5743258496741952,1.913804971466105,-0.9041838237309792,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False
-0.43991649313097614,0,0,0.14776814652229667,0,-1.1204397880309327,0,-1.0527767083528987,-0.5654161457191629,1.1059697970194269,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
-0.43991649313097614,1,1,-0.9109613101984924,1,1.1794872601989819,1,0.5743258496741952,0.38329075432072907,-0.9041838237309792,False,False,True,True,False,True,False,False,False,True,True,False,False,True,False
-0.43991649313097614,0,0,0.35136996512244845,0,-1.4660935640654862,0,-1.0527767083528987,-0.6052613472275541,1.1059697970194269,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
-0.43991649313097614,1,1,-0.21871512695797646,1,0.6792863631489789,0,0.03195833033183052,-0.3127545540786005,-0.9041838237309792,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False
-0.43991649313097614,1,1,0.9621754209229036,1,1.1645310871974868,0,0.5743258496741952,-0.46088654009749735,1.1059697970194269,False,False,True,True,False,False,False,True,False,True,True,True,True,False,False
-0.43991649313097614,0,0,-1.0738427650786138,0,-1.46443176706532,0,-1.0527767083528987,-0.32258212715686685,-0.9041838237309792,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
-0.43991649313097614,0,0,-1.1960038562387048,1,0.32033821111309646,1,-1.0527767083528987,1.4709499596267306,-0.9041838237309792,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False
-0.43991649313097614,1,1,-1.0331224013585834,0,-0.467353566965646,0,-0.5104091890105341,0.0649927861172599,-0.9041838237309792,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
-0.43991649313097614,1,1,-1.1552834925186746,0,-1.4594463760648215,0,-1.0527767083528987,-0.18352196809939889,-0.9041838237309792,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
-0.43991649313097614,0,0,0.025607055362205634,1,0.8039211381614382,0,0.5743258496741952,-0.36167563476967607,1.1059697970194269,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False
2.273158691738958,0,0,-0.21871512695797646,1,0.44164939212522314,1,-0.5104091890105341,-0.34203253220760216,-0.9041838237309792,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False
-0.43991649313097614,1,0,1.6137012404433893,1,-1.3697093380558512,0,-1.0527767083528987,-0.6246453750248118,1.1059697970194269,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
-0.43991649313097614,0,0,-1.2774445836787656,0,-1.4960059100684764,0,-1.0527767083528987,0.4705849167015414,-0.9041838237309792,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2.273158691738958,0,0,1.5729808767233588,1,-0.2762469119465419,0,0.5743258496741952,-0.5717406784061989,1.1059697970194269,True,True,False,False,False,True,True,False,False,True,True,True,False,True,False
-0.43991649313097614,0,0,-0.7888002190384014,1,0.7042133181514708,0,-0.5104091890105341,0.04226652337376906,-0.9041838237309792,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False
-0.43991649313097614,1,1,-0.30015585439803716,1,-0.2047896409393986,1,1.11669336901656,-0.40321862420930815,-0.9041838237309792,False,True,False,False,False,True,True,True,False,True,True,False,True,False,False
-0.43991649313097614,0,0,1.4100994218432374,0,-0.47233895796614456,0,-0.5104091890105341,-0.5764008803731193,1.1059697970194269,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
-0.43991649313097614,0,0,-1.2774445836787656,1,-0.9742016520163136,1,-1.0527767083528987,1.3706268177860956,-0.9041838237309792,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False
-0.43991649313097614,0,0,-1.2367242199587352,0,-0.6784017859867437,1,-1.0527767083528987,1.0333499695028177,-0.9041838237309792,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-0.43991649313097614,0,0,0.43281069256250915,1,-1.2982520670487077,0,-1.0527767083528987,-0.5946644439335649,1.1059697970194269,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
-0.43991649313097614,0,0,-0.38159658183809786,1,0.3402797751150897,0,-0.5104091890105341,-0.3033364632119287,-0.9041838237309792,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
-0.43991649313097614,1,1,1.2879383306831464,0,-1.481049737066981,0,-1.0527767083528987,-0.6260021462220062,1.1059697970194269,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
-0.43991649313097614,0,1,1.002895784642934,1,-1.5009913010689746,0,-1.0527767083528987,-0.6228879090944636,1.1059697970194269,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2.273158691738958,1,0,-1.2774445836787656,1,0.18905624809997262,1,-1.0527767083528987,3.377089654598796,-0.9041838237309792,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2.273158691738958,1,1,1.6137012404433893,1,0.7740087921584478,0,2.201428407701289,-0.523340597745423,1.1059697970194269,False,False,True,False,False,True,True,True,True,True,True,False,True,False,False
-0.43991649313097614,0,0,-0.9924020376385531,0,0.21232140610229844,1,0.5743258496741952,0.24477822601896929,-0.9041838237309792,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
